movieId,avg_rating,rating_count,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster
125,3.625,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,2.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
135,2.6463414634146343,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,2.7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
141,3.3047945205479454,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,3.230769230769231,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,3.117021276595745,141,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
147,3.3142857142857145,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
150,3.6319796954314723,394,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
151,3.35,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6
153,2.692,250,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
154,3.642857142857143,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
156,2.7,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
157,2.8472222222222223,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
158,2.6791666666666667,120,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
159,3.5789473684210527,19,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
160,2.2717391304347827,92,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
161,3.5074074074074075,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6
162,3.7111111111111112,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
163,3.3866666666666667,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
164,3.45,20,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3
165,3.4762773722627736,274,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
168,2.8908045977011496,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
169,2.014705882352941,34,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
170,3.2578947368421054,95,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
172,2.7838983050847457,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
173,2.5104166666666665,144,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
174,2.125,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,3.572463768115942,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
176,3.638888888888889,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,2.769230769230769,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,3.484,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
181,1.6923076923076923,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
185,2.7039106145251397,179,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
186,2.56,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
188,3.2903225806451615,31,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
191,2.7333333333333334,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
193,2.0238095238095237,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
194,3.411111111111111,45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
195,2.727272727272727,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
196,2.680672268907563,119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
198,3.5783132530120483,83,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,3
199,3.8863636363636362,22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
203,2.891891891891892,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,2.480392156862745,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
207,3.073529411764706,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
208,2.6980392156862747,255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
213,3.5,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
215,3.9015748031496065,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
216,3.2606837606837606,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,3.0238095238095237,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
222,3.260869565217391,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
223,3.811320754716981,265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,3.330188679245283,53,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
225,3.239130434782609,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
227,2.9074074074074074,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
229,3.4583333333333335,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
230,3.513888888888889,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
231,3.044776119402985,335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
232,3.7,45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
233,3.3181818181818183,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234,2.2666666666666666,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,3.6646341463414633,164,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
236,3.1052631578947367,76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
237,2.8823529411764706,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
239,2.902173913043478,46,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
246,3.9814814814814814,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
247,3.651898734177215,79,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
248,2.3333333333333335,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,3.55,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
252,3.19811320754717,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
253,3.6307053941908713,241,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
256,2.32967032967033,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
257,3.357142857142857,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
258,2.6,15,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
259,3.4444444444444446,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
260,4.08411214953271,535,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
261,3.5089285714285716,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
262,3.5813953488372094,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
265,3.493150684931507,73,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
266,3.6325301204819276,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,6
267,2.7,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,3.8205128205128207,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
273,3.0508474576271185,59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
275,2.8333333333333335,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,2.5689655172413794,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
277,2.981818181818182,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
280,3.6296296296296298,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
281,3.5588235294117645,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
282,3.1666666666666665,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
288,3.3622448979591835,196,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
289,3.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
290,3.8658536585365852,41,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
292,3.210674157303371,178,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4
293,4.119318181818182,352,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
296,4.217781402936378,613,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
299,3.2857142857142856,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
300,3.588709677419355,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
302,3.8636363636363638,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
303,2.992424242424242,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
305,2.2222222222222223,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,3.9130434782608696,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
307,3.7777777777777777,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
308,3.9310344827586206,58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
314,3.689655172413793,29,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
315,2.6265822784810124,79,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
316,3.3029045643153525,241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
317,2.7708333333333335,120,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
318,4.36436170212766,564,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
319,3.73972602739726,73,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
322,3.6481481481481484,27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
327,2.701388888888889,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
328,3.261904761904762,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
329,3.1176470588235294,136,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
330,2.75,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
332,2.6,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
333,3.5052631578947366,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,3.8125,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
337,3.7701149425287355,174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
338,2.573529411764706,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
339,3.2388059701492535,134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
340,2.6666666666666665,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
342,3.1726190476190474,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,3.01171875,384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
345,3.449438202247191,89,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
347,3.78125,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
348,3.648936170212766,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,3.5033557046979866,149,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
350,3.3640776699029127,103,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3
351,3.1458333333333335,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
353,3.5291005291005293,189,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3
355,2.1490384615384617,104,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
356,3.918679549114332,621,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6
357,3.400900900900901,222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
358,2.8823529411764706,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
360,2.5294117647058822,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,3.073170731707317,41,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
362,3.0185185185185186,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
364,3.7044887780548628,401,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2
365,3.0238095238095237,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
366,2.984848484848485,33,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
367,2.9402173913043477,368,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
368,3.3900709219858154,141,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
370,2.895424836601307,153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
371,2.875,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
372,3.103896103896104,77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
373,3.716666666666667,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
374,2.1392405063291138,79,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
376,3.139705882352941,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
377,3.2184986595174263,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
378,3.0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
379,2.5681818181818183,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
380,3.2911585365853657,328,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
381,3.230769230769231,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
382,2.8181818181818183,55,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
383,3.1707317073170733,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
393,1.7439024390243902,41,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
405,2.3461538461538463,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
407,3.537037037037037,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
410,2.989655172413793,145,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
412,3.5,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
413,2.9909090909090907,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,2.5294117647058822,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
416,2.9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
417,3.2941176470588234,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
419,2.4186046511627906,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,2.5045871559633026,109,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
421,3.55,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
423,2.8333333333333335,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
426,2.9347826086956523,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
427,2.4166666666666665,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3
428,3.6354166666666665,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
429,2.025,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,3.8222222222222224,90,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
432,2.5595238095238093,84,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
434,2.6758241758241756,182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
435,2.580952380952381,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
437,2.433333333333333,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,3.4391304347826086,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
441,3.51980198019802,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
442,2.904891304347826,184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
445,2.357142857142857,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,3.6607142857142856,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
448,3.625,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
